,url,Position,Company,Location,Job_Description
292,https://www.glassdoor.co.in/partner/jobListing.htm?pos=124&ao=437149&s=58&guid=000001713fae101f9a16e7dd1185ac25&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_f23790ff&cb=1585911304520&jobListingId=3409895670,"System Engineer( Xamarian, C#)",abc consultants, – Pune,"Job Description

Job Description:
The System Engineer Analyst s role will be responsible for designing and developing applications to support and maintain the product in all phases of the development cycle; specifically working with Xamarin applications. This role will also interface with IT teams working on various layers of the infrastructure, using collaborative problem-solving and sophisticated design to ensure product quality.

ESSENTIAL DUTIES AND RESPONSIBILITIES

Design, build, and maintain efficient, reusable, and reliable C# code ensuring best possible performance and quality of applications.
Identify bugs and issues with the software, determine root causes, develop and implement solutions.
Create and maintain automated unit testing.
Collaborates regularly within and across business units to discuss and determine technical solutions.

SUPERVISORY RESPONSIBILITIES:
This position has no supervisory responsibilities; however, incumbents with more experience may be called upon to mentor, train, and guide newer/less experience team members.

EDUCATION/EXPERIENCE:
Minimum Required Education: Bachelor s degree in Computer Science, Information Technology or related field.
Minimum Required Experience: 2+ years professional experience in IT solutions development using C# for Xamarin applications.
1-3 years experience within transportation / logistics industry. (a plus).

CERTIFICATES AND LICENSES:
Xamarin Certified Mobile Professional / Developer (a plus).
Key Skills
Xamarian
C#
Education
Graduation Not Required"
293,https://www.glassdoor.co.in/partner/jobListing.htm?pos=123&ao=437149&s=58&guid=000001713fae101f9a16e7dd1185ac25&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_e593da15&cb=1585911304519&jobListingId=3201358363,Systems Engineer QAD & Progress,Itti, – Pune,"Should have participated in the role of a Programmer in at least 1 full cycle development projects using PROGRESS OPENEDGE (good to have programming knowledge: Webspeed, ADM and Progress DBA) understand QAD data structure and have worked with it.
Customer Facing Experience and been a part of the support project.
Good to have QAD implementation experience and knowledge of QAD Enterprise Edition (QAD EE).
Hire Type Permanent
Location Pune
Experience Level 2 – 5 Years
Qualification MCA / BE / GNIIT
Number Of Position 3
Salary As per the Industry standard
Please send your resume to careers@itti.com"
294,https://www.glassdoor.co.in/partner/jobListing.htm?pos=102&ao=700424&s=58&guid=000001713fae101f9a16e7dd1185ac25&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_04a298d4&cb=1585911304500&jobListingId=3536481585,Systems Engineer,Finastra, – Pune,"The Systems Engineer is a subject matter expert in Systems Administration and in addition provides input and guidance to projects in the design, build and implementation stages. Acting as a Work Package Lead, the Systems Engineer will work with the Architecture team, Operations departments and other project team members to develop detailed project documentation (e.g. Technical Design Documents) for all Technology components under the Systems Management domain in order to establish, integrate and implement a viable service offering, Reporting to the Manager, Systems Engineering, the Systems Engineer position plays a strategic role in the design and implementation of projects and is responsible for developing project related information in support of organizational/client related
functions as well as the production of operational support documentation as part of the hand-over to the Systems Administration function. The Systems Engineer ensures standards and practices are followed and is well versed in technologies implemented within the organization and available in the marketplace.

Responsibilities & Deliverables:
Expert level of experience with Microsoft Active Directory services including forest and domain design, policies, trusts, replication and topology
Well versed with security aspects and maintain system security as per industry standards
Experience implementing GPOs, OU, resources, security principals, replication, DNS / name space, group policy management, schema modifications, ADFS, SSO, domain / forest creation
Strong shell scripting (PowerShell, PowerCLI, VBScript)
Collaborate and communicate with architects, internal departments and partners
Compose and compile thorough documentation
Follow and apply configuration and security standards and policies within a defined Change Management process
Strong analytical, troubleshooting and problem-solving skills
Strong communication and collaboration skills
Ensure high availability of IT services through adoption of industry best practices, including monitoring systems performance and providing superior operational support and maintenance
Assist in the development and execution of technology initiatives relating to infrastructure to ensure that appropriate solutions are delivered on time and within budget
Keep current with trends and issues in the IT industry and provide recommendations to IT management and other business managers on how these trends could enhance the performance of existing business units
Support the development and execution of technology initiatives relating to infrastructure to ensure that appropriate solutions are delivered on time Assist in development of appropriate architectures to meet established SLAs for
disaster recovery
Provide third level technical support to the organization, for all technology currently installed
Escalate unsolved problems to management or the vendor, as appropriate
Ensure that adequate systems documentation is kept up to date on all production systems
Perform selective administration of and support the company’s Windows Server Infrastructure consisting of Windows File & Print Servers, IIS Web Servers, Various Application Servers, Infrastructure Servers (incl. DNS, DHCP, WINS Servers)
Perform installation and configuration of new hardware and software as related to Project requirements and, working with System Administrators, develop operational support documentation for post Go-live support
Conduct research and troubleshooting activities on existing outstanding issues related to the Windows Server Farm environment
Create scripts where feasible in order to automate processes
Contribute to the creation and maintenance of all documentation related to processes and procedures, infrastructure diagrams, technical manuals, TDDs etc
Work with Development, QA and UAT teams to ensure successful implementation of projects and releases when required
Contribute and adhere to the operational change and release management process
Respond to emergency pager calls in a timely manner when required and report on problem and resolution as appropriate
Comply with industry and internal controls and policies as applicable
Proactively recommend infrastructure planning and design.
REQUIRED SKILLS / EXPERIENCE:
Diploma or Bachelors in Computer Science or related area of study
Experience with deploying and managing servers in Microsoft Azure
Familiarity with Azure backup and Azure Site Recovery
Strong familiarity with virtualization technologies (VMware/Hyper-V)
Active Directory / LDAP user and Group Administration
Advanced Group Policy Management – Design and Configuration
Strong authoring and debugging skills with system scripting languages (PowerShell, PowerCLI, Windows batch scripts)
Experience with patch management tasks and automation support with tools like SCCM, Bigfix
Knowledge of monitoring technologies, ensuring system security and best practices
Expertise in Vulnerability management
Knowledge of core Internet and networking protocols (DNS, DHCP, TCP/IP, HTTP, HTTPS, FTP) and IP communication is required
Expertise with IIS/Apache/Tomcat administration and configuration
Knowledge of data center infrastructure technologies: Windows and Linux operating systems, clustering technology, data storage solutions and middleware technology
Experience with SQL and Oracle databases is an asset
Experience as a member of a technical support team in a 24x7 operating environment, should be flexible to work in different shifts.
Experience working in an ITIL-driven environment, and working knowledge of ITIL principles and processes
Experience in managing L2/L3 Incidents and collaboration with vendors such as Microsoft, VMware etc.
*************************************************************************************************************

The above statements describe the general nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, duties, and skills required. Reasonable accommodations may be made to enable qualified individuals with disabilities to perform the essential job functions. If you need assistance or an accommodation due to disability please contact your recruitment partner.

*************************************************************************************************************"
295,https://www.glassdoor.co.in/partner/jobListing.htm?pos=118&ao=437149&s=58&guid=000001713fae101f9a16e7dd1185ac25&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_d1e15186&cb=1585911304515&jobListingId=3201471524,Systems Engineer(Technical Support),Accops, – Pune,"Technical Skills Required

Mandatory:
Product and Application Support

Good experience in product and application support with sound knowledge of networking and IT Infrastructure
How typically big enterprise support product installation and upgrades are managed and how the patch management is done
Knowledge of Power-shell scripting, Linux shell scripting, and Python is add on

Infra Support:
Good knowledge in Windows Server operating systems & Roles - Active directory, Group policies, Remote Desktop services, IIS, FSMO roles.
Work experience in Client-side operating systems - Windows 7,8,10 are must
knowledge in Linux & Mac operating systems
Good knowledge in Networking and troubleshooting tools- DNS, DHCP, TLS, SSL, security Protocols, Routing, Packet data analyzing
Knowledge and experience on Wireshark, Nmap, http analyzer, Debug view etc. (add on)
Knowledge in VAPT analysis & Security (Desirable)
knowledge about security software such as DLP, firewalls (End point security are add on)

Good to have:
Prior experience in support ticketing tools and process
Experience in documentations

Support Management and Tools knowledge

knowledge of L1 and L2 Ticket tracking tools
Should be able to provide reports for any escalations, Root cause Analysis (RCA) , Productivity reports

Role and Responsibilities:
Providing best Technical support experience to customers and make sure customer delight
Good listener to customer, provide on time deliveries; Involve appropriate authorities when escalations are required
Ontime internal escalations
Adapt and implement new technologies related to Zero trust network & Virtualization verticals
Make sure Support deliveries are under SLAs
Provide Solution documents, KB articles & RCAs
Proactively involve in escalations and make sure customer commitments are met
Reproduce customer issues and if required, analyse the root cause; Check and verify any viable solutions available other than development – such as creating scripts, simple solutions etc.

Soft Skills Required

Mandatory:
Clarity of thought
Sincere
Proactive
Self-motivated
Logical bent of mind (Analytical)
Team player
Flexible/adaptable

Desirable:
Strong communication skills (both written and verbal)

Please email your resume to careers@accops.com, including the link to your linkedIn profile."
296,https://www.glassdoor.co.in/partner/jobListing.htm?pos=109&ao=437149&s=58&guid=000001713fae101f9a16e7dd1185ac25&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_5e4bcead&cb=1585911304507&jobListingId=3200391266,IT System Engineer,YASH Technologies Pvt. Ltd, – Pune,"Job Description:
YASH Infrastructure Management Services (IMS) team is looking for a strong IT Service Desk Engineer for supporting IT operational requirements. The shortlisted candidate should have strong communication, interpersonal, analytical and problem solving skills. Should have an ability to effectively communicate complex technical issues within the team, and is able to work individually or as part of a team to achieve project goals.

Primary Skills:
Should have 2 - 4 yrs of IT Experience

Provide initial problem determination and first level support problem resolution
Password reset for Windows AD and other Applications
Operation system errors and warning (windows)
Outlook support
Office support
Telephony support (Cisco)
Android/iPhone/Blackberry support
Workstation/Laptop software and hardware
Basic hardware triage for PC – Printer issues
Network and VPN connectivity
i. Call tracking and escalation to Level 2 groups

ii. Remote control of desktops for troubleshooting and problem resolution purposes

The Analyst will:
Log required User and Call information
Investigate Incidents to determine the problem source
Serve as the User’s focal-point in resolving Problems
Provide Users with status updates
Follow procedures for creating work orders for IMAC activities
Follow escalation procedure for Second and Third Level Support, when necessary, to resolve problems in the shortest possible time
Log information into the YASH Knowledge Base
Provide problem resolution to the User

YASH’s responsibilities will include:
Receive and log all Incidents (including submissions received by telephone, electronically, or other means approved by CRL) and open an Incident Record.
Provide Incident detection, reporting, recording, and initial support.
Provide Incident investigation, diagnosis, impact analysis, and reclassification as required.
Utilize and update the Incident Management System with all relevant information relating to an Incident.
Make an initial determination of the potential resolution.
Prioritize and escalate Incidents from VIP Users.
Link multiple contacts pertaining to the same Incident to the associated Incident Record.
Link multiple Incidents pertaining to the same Service Request to the associated Service Request.
Resolve as many Incidents as possible during the Authorized User’s initial contact with the Service Desk, without transferring the call or using any escalation.
Resolve Incidents that are resolvable by Level 1 Support and close the Incident, including Service Requests, after receiving confirmation from the affected Authorized User that the Incident has been resolved.
Resolve Incidents arising from or related to the Services and Software support.
Act proactively, and coordinate with all other parties as needed in order to resolve Incidents and action Service Requests.
Transfer Incidents within specified time limits to the appropriate party without compromising Service Levels or security requirements.
Provide or coordinate the final resolution.
Escalate issues to the appropriate levels for resolution in accordance with escalation procedures approved by CRL.
Escalate an Incident where the Incident cannot be resolved within the relevant Service Levels or agreed timeframe.
Close an Incident, including Service Requests after receiving confirmation from the affected Authorized User that the Incident has been resolved.
Restore normal service operations as quickly as possible following an Incident, with minimum disruption to CRL’ business operations, and in compliance with Service Levels. Retain overall responsibility and ownership of all Incidents until the Incident is closed subject to CRL approval."
297,https://www.glassdoor.co.in/partner/jobListing.htm?pos=120&ao=4120&s=58&guid=000001713fae101f9a16e7dd1185ac25&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&ea=1&cs=1_b9f6e660&cb=1585911304517&jobListingId=3482715098,Systems Engineer – QAD & Progress,ITTI, – Pune,"Should have participated in the role of a Programmer in at least 1 full cycle development projects using PROGRESS OPENEDGE (good to have programming knowledge: Webspeed, ADM and Progress DBA) understand QAD data structure and have worked with it.
Customer Facing Experience and been a part of the support project.
Good to have QAD implementation experience and knowledge of QAD Enterprise Edition (QAD EE).
Hire Type Permanent
Location Pune
Experience Level 2 – 5 Years
Qualification MCA / BE / GNIIT
Number Of Position 3
Salary As per the Industry standard

Please send your resume to careers@itti.com or submit it via the form below."
298,https://www.glassdoor.co.in/partner/jobListing.htm?pos=121&ao=556227&s=58&guid=000001713fae101f9a16e7dd1185ac25&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_e24ea01a&cb=1585911304518&jobListingId=3540807213,Expert Systems Engineer - Virtuzalization,Ensono, – Pune,"Join a business that embraces innovation, gives you the scope to seize every opportunity and will help get you where you want to go. Life at Ensono begins in an unprecedented environment with a role that matters, taking you on a fast paced journey of discovery, however big that might be.

Ensono is a well-funded private-equity backed business headquartered in the USA that is expanding its presence internationally. True partnership is the defining thing that makes us different from the competition. We pride ourselves on delivering focused complex managed hosting and cloud infrastructure services and solutions that enables our customers across all industry sectors to ‘operate for today and optimise for tomorrow’, simplifying complex business challenges and delivering immediate value.

We are a fast paced and exciting team who are committed to achieving our business goals, but still respecting a work/life balance. One of Ensono’s key differentiators is People and that is both our clients and our Associates, which is why for the 5th year running we have been placed in Times Top 100 Best Companies to work for.
Job Description
Roles and Responsibilities•

Supports the day-to-day operations of DC customer's for VMware estate. This includes both proactive and reactive management.
Responsibilities Include (but not limited to):
• Provide systems administration
• Implement and support high availability configuration
• Analyze system performance
• Develop (Scripting) system tools and utilities to simplify and support IT and business operations
• Plan, implement and manage systems initiatives with IT and customer teams
• Establish & maintain technical standards & server security policies
• Candidate will be required to provide updates and status to customers

Mandatory Skills• Excellent troubleshooting knowledge on ESXi hosts and vCenter server components.
• Excellent knowledge on virtual networking and storage
• Excellent experience on Standard switch / Distributed switch/ Nexus 1000v
Installation and upgradation of ESXi 5.0 onwards.
• Patching
• V2V/P2V migration
• Good communication and presentation skills.
• Should be responsible and zeal to take ownership of work and upgrade self to advance skill.
• Should be able to Prepare RCA for problem tickets.
• Should have good exposure of UCS/vBlock.

Good to have skills• Updated VMware certification
• Updated MCSE certification

Primary Location City/State:

Pune, IN - Qubix, Maharashtra

Additional Locations (if applicable):"
299,https://www.glassdoor.co.in/partner/jobListing.htm?pos=125&ao=437149&s=58&guid=000001713fae101f9a16e7dd1185ac25&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_f1eee753&cb=1585911304521&jobListingId=3429708520,Application System Engineer,Evolent Health, – Pune,"Job title

Application System Engineer

Department / Cost Center

IT Production Operations

Report To

Team Lead

Number of years of exp

5-7 years

Work Location

Pune

No of Positions

02

Assigned Recruiter & Talent Partner

TBD / Sagar Guha

Version Control

Version No.

Date

Remark

Updated by
0
It’s Time For A Change…

Your Future Evolves Here

Evolent Health has a bold mission to change the health of the nation by changing the way health care is delivered. Our pursuit of this mission is the driving force that brings us to work each day. We believe in embracing new ideas, challenging ourselves and failing forward. We respect and celebrate individual talents and team wins. We have fun while working hard and Evolenteers often make a difference in everything from scrubs to jeans.

Are we growing? Absolutely—56.7% in year-over-year revenue growth in 2016. Are we recognized? Definitely. We have been named one of “Becker’s 150 Great Places to Work in Healthcare” in 2016 and 2017, and one of the “50 Great Places to Work” in 2017 by Washingtonian, and our CEO was number one on Glassdoor’s 2015 Highest-Rated CEOs for Small and Medium Companies. If you’re looking for a place where your work can be personally and professionally rewarding, don’t just join a company with a mission. Join a mission with a company behind it.

Position summary

We are looking for bright and energetic individuals to join Application Performance Monitoring Team to support production application issues, code analysis, and support application related activities.
5-7 years of experience in Azure App Insight, APM and production administration
Perform critical maintenance tasks in web environments.
Must have experience in Azure cloud computing.
Excellent in Azure monitoring using Application insights.
Experienced in measuring application performance using AppDynamics.
Detect and diagnose complex application performance problems using App Insights.
Document and implement best Monitoring practices pertaining to managing web administration and database support.
Scripting languages like PowerShell, batch scripting, shell scripting (good to have).
Programming languages like C#, T-SQL, Python (good to have).
Must have Networking knowledge and Windows System administration.
Having good Experience in Production support.
Good exposure to Notification management.
Worked on technologies like Redis Cache, Elastic Search.
Fine tune and automate repeated maintenance tasks.
Keep all Prod Ops related documentation updated on Confluence (internal wiki).
Familiarity with Service Desk platforms (i.e. JIRA).
Bachelor’s degree in an IT related field

Essential functions

Experience in Monitoring tools - Azure App Insights and APM AppDynamics.
Application Performance Monitoring using AppDynamics
Experience on Windows Server and MS SQL
Experience on Networking and taking the trace using Wireshark.
Knowledge in a scripting language like PowerShell, VBScript, WSH
Ability to understand the logic flow of programming through reading C#, T-SQL or Batch content.
Excellent written and spoken English
Flexibility - responsibilities may require night and weekend work.
To assist with the support of internal applications and infrastructure
Creation and distribution of knowledge and information with other team members
Providing assistance and cover for other team members where required"
300,https://www.glassdoor.co.in/partner/jobListing.htm?pos=127&ao=556227&s=58&guid=000001713fae101f9a16e7dd1185ac25&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_220e9259&cb=1585911304522&jobListingId=3528898102,Systems Engineer – Corporate Technology,Ensono, – Pune,"Join a business that embraces innovation, gives you the scope to seize every opportunity and will help get you where you want to go. Life at Ensono begins in an unprecedented environment with a role that matters, taking you on a fast paced journey of discovery, however big that might be.

Ensono is a well-funded private-equity backed business headquartered in the USA that is expanding its presence internationally. True partnership is the defining thing that makes us different from the competition. We pride ourselves on delivering focused complex managed hosting and cloud infrastructure services and solutions that enables our customers across all industry sectors to ‘operate for today and optimise for tomorrow’, simplifying complex business challenges and delivering immediate value.

We are a fast paced and exciting team who are committed to achieving our business goals, but still respecting a work/life balance. One of Ensono’s key differentiators is People and that is both our clients and our Associates, which is why for the 5th year running we have been placed in Times Top 100 Best Companies to work for.

Job Description Summary

The Systems Engineer – Corporate Technology will join an existing global technical team working alongside other systems engineers, application managers, and architects in designing, implementing and supporting Ensono internal corporate technology landscape.

You will be managing core cloud-based and on-premise technologies based on Microsoft set of services including Office 365, Teams, SharePoint Online, OneDrive, Intune, Exchange Online, Active Directory/Azure AD, as well as other tools from other vendors: telephony, Audio/Video Conferencing and other emerging services.

You will be participating in designing and implementing new feature sets of already deployed tools as well as deploying new services, as well as integrating and securing corporate systems and applications.

You will be providing on-premise and cloud-based server support.

Duties and Responsibilities

Planning and Design:
Stay up to date with Microsoft's technology and product roadmap
Propose, plan for, and identify opportunities to leverage new technology in Ensono Corporate IT environment
Participate in creation and maintenance of internal Technology roadmap
Engineer solutions in coordination with business and security teams
Align, engage and coordinate activities across Cyber, Legal/Compliance, application, and other technology teams as needed
Plan and coordinate platform upgrades and change management
Implementation, Administration and Support:
Administer and configure O365 and other on premise and cloud-based technology services
Provide level 3 support and technical guidance for O365 and other on premise and cloud-based technology services
Manage user provisioning, license assignment and entitlements across systems and applications using best practices and available tools (e.g. Active Directory, Okta, scripting)
Create, test, and deploy PowerShell scripts and drive automation of repeatable tasks
Create and modify conditional access policies
Administer and support Active Directory/Azure AD, SAML based SSO
Create, test, and deploy Group Policy Objects
Troubleshoot issues across multi-tier integrated applications and infrastructure systems
Supervisory Responsibilities:
This position does not have direct reports.
System Engineers are expected to mentor other IT members – End User Support Technicians, Service Desk Analysts
Qualifications – Systems Engineer
Education: Bachelor's degree or similar
Minimum of 3 years of systems engineering experience in corporate or client delivery setting
Minimum of 3 years of deploying and supporting Microsoft O365 technologies
Experience supporting a large distributed global user base
Experience with Viop calling such as Skype 4 Business/Teams or similar a plus
Experience with IDP’s such as Okta or similar a plus
Assist in integrating on-premise and cloud-based systems and applications
Primary Location City/State:

Pune, IN, Maharashtra

Additional Locations (if applicable):"
301,https://www.glassdoor.co.in/partner/jobListing.htm?pos=107&ao=556227&s=58&guid=000001713fae101f9a16e7dd1185ac25&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_59ffa375&cb=1585911304505&jobListingId=3540807193,Senior Systems Engineer,Ensono, – Pune,"Join a business that embraces innovation, gives you the scope to seize every opportunity and will help get you where you want to go. Life at Ensono begins in an unprecedented environment with a role that matters, taking you on a fast paced journey of discovery, however big that might be.

Ensono is a well-funded private-equity backed business headquartered in the USA that is expanding its presence internationally. True partnership is the defining thing that makes us different from the competition. We pride ourselves on delivering focused complex managed hosting and cloud infrastructure services and solutions that enables our customers across all industry sectors to ‘operate for today and optimise for tomorrow’, simplifying complex business challenges and delivering immediate value.

We are a fast paced and exciting team who are committed to achieving our business goals, but still respecting a work/life balance. One of Ensono’s key differentiators is People and that is both our clients and our Associates, which is why for the 5th year running we have been placed in Times Top 100 Best Companies to work for.

Roles and Responsibilities•

Supports the day-to-day operations of DC customer's for VMware estate. This includes both proactive and reactive management.
Responsibilities Include (but not limited to):
• Provide systems administration
• Implement and support high availability configuration
• Analyze system performance
• Develop (Scripting) system tools and utilities to simplify and support IT and business operations
• Plan, implement and manage systems initiatives with IT and customer teams
• Establish & maintain technical standards & server security policies
• Candidate will be required to provide updates and status to customers

Mandatory Skills• Excellent troubleshooting knowledge on ESXi hosts and vCenter server components.
• Excellent knowledge on virtual networking and storage
• Excellent experience on Standard switch / Distributed switch/ Nexus 1000v
Installation and upgradation of ESXi 5.0 onwards.
• Patching
• V2V/P2V migration
• Good communication and presentation skills.
• Should be responsible and zeal to take ownership of work and upgrade self to advance skill.
• Should be able to Prepare RCA for problem tickets.
• Should have good exposure of UCS/vBlock.

Good to have skills• Updated VMware certification
• Updated MCSE certification

Primary Location City/State:

Pune, IN - Qubix, Maharashtra

Additional Locations (if applicable):"
302,https://www.glassdoor.co.in/partner/jobListing.htm?pos=117&ao=556227&s=58&guid=000001713fae101f9a16e7dd1185ac25&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_9026b1b4&cb=1585911304514&jobListingId=3540807216,Systems Engineer - Virtualization,Ensono, – Pune,"Job Description Summary
Join a business that embraces innovation, gives you the scope to seize every opportunity and will help get you where you want to go. Life at Ensono begins in an unprecedented environment with a role that matters, taking you on a fast paced journey of discovery, however big that might be.

Ensono is a well-funded private-equity backed business headquartered in the USA that is expanding its presence internationally. True partnership is the defining thing that makes us different from the competition. We pride ourselves on delivering focused complex managed hosting and cloud infrastructure services and solutions that enables our customers across all industry sectors to ‘operate for today and optimise for tomorrow’, simplifying complex business challenges and delivering immediate value.

We are a fast paced and exciting team who are committed to achieving our business goals, but still respecting a work/life balance. One of Ensono’s key differentiators is People and that is both our clients and our Associates, which is why for the 5th year running we have been placed in Times Top 100 Best Companies to work for.

EXPERIENCE (Years)5 to 8

Roles and Responsibilities• Supports the day-to-day operations of DC customer's for VMware estate. This includes both proactive and reactive management.
Responsibilities Include (but not limited to):
• Provide systems administration
• Implement and support high availability configuration
• Analyze system performance
• Develop (Scripting) system tools and utilities to simplify and support IT and business operations
• Plan, implement and manage systems initiatives with IT and customer teams
• Establish & maintain technical standards & server security policies
• Candidate will be required to provide updates and status to customers

Mandatory Skills• Excellent troubleshooting knowledge on ESXi hosts and vCenter server components.
• Excellent knowledge on virtual networking and storage
• Excellent experience on Standard switch / Distributed switch/ Nexus 1000v
Installation and upgradation of ESXi 5.0 onwards.
• Patching
• V2V/P2V migration
• Good communication and presentation skills.
• Should be responsible and zeal to take ownership of work and upgrade self to advance skill.
• Should be able to Prepare RCA for problem tickets.
• Should have good exposure of UCS/vBlock.

Good to have skills• Updated VMware certification
• Updated MCSE certification

Shift24 X 7

On CallAs Per schedule or On Demand

Process CertificationITIL Foundation certification preferred

Major Incident ManagementShould be able to drive the Major Incident/P1 calls

Incident ManagementExcellent exposure and experience in Incident Management

Change ManagementExcellent exposure and experience in Change Management

Problem Management Excellent exposure and experience in Problem Management

Communication SkillExcellent Written & Verbal English communication Skill

Data Center Experience Mandatory

Primary Location City/State:

Pune, IN - Qubix, Maharashtra

Additional Locations (if applicable):"
303,https://www.glassdoor.co.in/partner/jobListing.htm?pos=112&ao=242900&s=58&guid=000001713fae101f9a16e7dd1185ac25&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_f0603cd1&cb=1585911304510&jobListingId=3512622003,"System Engineer, Server OPS team",VWR, – Pune,"Job Summary
Providing support to Windows servers related issues, working with Global team in supporting maintenance, patching and server Build
Utilize OS administration skills (Windows Server) to maintain, manage, administer access and controls, and upgrades of the server infrastructure as well as provide 24x7 system support.
Support all business, infrastructure and interface host systems on a VMware platform as well as on traditional implementations.
As a senior technical performer and team member, provide production and development support for the installed hosting systems infrastructure.
Provide flawless support and prompt response to unscheduled events that impact the production server environment.
Provide technical, functional and administrative consultation and support for projects, initiatives and inquiries.
DISCLAIMER:
The above statements are intended to describe the general nature and level of work being performed by employees assigned to this classification. They are not intended to be construed as an exhaustive list of all responsibilities, duties and skills required of employees assigned to this position.
Avantor is proud to be an equal opportunity employer."
304,https://www.glassdoor.co.in/partner/jobListing.htm?pos=202&ao=433326&s=58&guid=000001713fae48f4a1a1f38870a07663&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_6ab54f3e&cb=1585911318981&jobListingId=3520978122,Systems Engineer-EV,EdgeVerve Systems, – Pune,"Role Systems Engineer-EV
Auto req ID 837BR
State / Region / Province ANDHRA PRADESH
KARNATAKA
MAHARASHTRA
TAMIL NADU

Work Location BANGALORE
CHENNAI
HYDERABAD
PUNE

Company EdgeVerve Systems Ltd
Practice Unit FNPR
Job Description

· The incumbent will be part of the Finacle product development team and should bring hands on development experience using C/C++.

· Other skills required are design pattern, database knowledge, JSP, Rest Webservices

· Should have strong skills in software design and development evidenced by strong grasp of complex data structures, algorithms,
design patterns, etc.

· Develops high quality codes, provides inputs to technical documentation, tracks

· Candidate should have good communication skills."
305,https://www.glassdoor.co.in/partner/jobListing.htm?pos=126&ao=242900&s=58&guid=000001713fae101f9a16e7dd1185ac25&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_0045e293&cb=1585911304522&jobListingId=3496357274,Sr Systems Engineer Linux,VWR, – Pune,"Job Summary
Perform system engineering duties as a member of a team of dedicated systems engineers. Will have the opportunity to work on a wide range of technologies including virtualization, disaster recovery, private and public cloud services. Needs to interact regularly with individuals at all levels of the organization as a spokesperson. Trains and mentors members of the administration team. Performs hands-on duties related to Linux, storage, virtualization, backup, disaster recovery, troubleshooting and other technologies.
Helps design, document, build, deploy and support complex compute solutions in support of enterprise application development and production teams.
Identifies and recommends configuration improvements, process improvements, automation opportunities, and upcoming technologies.
Provides next level of support, training and mentors for administration team members.
Configures disaster recovery software for local and global DR scenarios.
Collaborates with other teams to resolve technical problems.
Works with manager to resolve client issues.
Helps configure and migrate clients to public cloud services.
Plans, schedules and installs system upgrades and patches.
Adheres to and complies with company change management processes.
Supports manager in streamlining processes for enterprise level service delivery.
Integration of new technologies to improve service offerings and better support the business.
Performs other duties as assigned.
DISCLAIMER:
The above statements are intended to describe the general nature and level of work being performed by employees assigned to this classification. They are not intended to be construed as an exhaustive list of all responsibilities, duties and skills required of employees assigned to this position.
Avantor is proud to be an equal opportunity employer."
